#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,flight_id,status
,191,191,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T17:38:20Z,7,boarding,operation_data,IB6901,on-time
,192,192,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T07:48:20Z,32,disembark,operation_data,IB4192,on-time
,193,193,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:56:20Z,21,cleaning,operation_data,IB4192,delayed
,194,194,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T03:12:20Z,8,fueling,operation_data,IB4192,on-time
,195,195,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:56:20Z,19,baggage,operation_data,IB4192,on-time
,196,196,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:10:20Z,15,catering,operation_data,IB4192,on-time
,197,197,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:38:20Z,10,boarding,operation_data,IB4192,on-time
,198,198,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:04:20Z,13,disembark,operation_data,IB9946,on-time
,199,199,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:41:20Z,44,cleaning,operation_data,IB9946,on-time
,200,200,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T11:39:20Z,15,fueling,operation_data,IB9946,on-time
,201,201,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:07:20Z,49,baggage,operation_data,IB9946,on-time
,202,202,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T03:43:20Z,21,catering,operation_data,IB9946,on-time
,203,203,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T06:33:20Z,10,boarding,operation_data,IB9946,on-time
,204,204,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:39:20Z,8,disembark,operation_data,IB9537,on-time
,205,205,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:55:20Z,28,cleaning,operation_data,IB9537,delayed
,206,206,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T02:37:20Z,49,fueling,operation_data,IB9537,on-time
,207,207,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T09:02:20Z,43,baggage,operation_data,IB9537,on-time
,208,208,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T06:07:20Z,36,catering,operation_data,IB9537,on-time
,209,209,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:14:20Z,6,boarding,operation_data,IB9537,on-time
,210,210,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T17:08:20Z,21,disembark,operation_data,IB9792,on-time
,211,211,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:07:20Z,21,cleaning,operation_data,IB9792,delayed
,212,212,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:06:20Z,44,fueling,operation_data,IB9792,on-time
,213,213,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T06:15:20Z,22,baggage,operation_data,IB9792,on-time
,214,214,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T23:00:20Z,9,catering,operation_data,IB9792,on-time
,215,215,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:16:20Z,43,boarding,operation_data,IB9792,on-time
,216,216,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:48:20Z,50,disembark,operation_data,IB7594,on-time
,217,217,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:13:20Z,31,cleaning,operation_data,IB7594,on-time
,218,218,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:11:20Z,43,fueling,operation_data,IB7594,on-time
,219,219,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T16:25:20Z,23,baggage,operation_data,IB7594,on-time
,220,220,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T03:41:20Z,41,catering,operation_data,IB7594,on-time
,221,221,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:57:20Z,22,boarding,operation_data,IB7594,delayed
,222,222,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:28:20Z,24,disembark,operation_data,IB4298,on-time
,223,223,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T18:53:20Z,34,cleaning,operation_data,IB4298,on-time
,224,224,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T02:49:20Z,19,fueling,operation_data,IB4298,delayed
,225,225,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T09:40:20Z,36,baggage,operation_data,IB4298,on-time
,226,226,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:58:20Z,32,catering,operation_data,IB4298,on-time
,227,227,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:38:20Z,49,boarding,operation_data,IB4298,delayed
,228,228,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T15:18:20Z,43,disembark,operation_data,IB3735,on-time
,229,229,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:52:20Z,50,cleaning,operation_data,IB3735,on-time
,230,230,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T19:36:20Z,28,fueling,operation_data,IB3735,on-time
,231,231,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:41:20Z,27,baggage,operation_data,IB3735,on-time
,232,232,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T09:31:20Z,8,catering,operation_data,IB3735,on-time
,233,233,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:39:20Z,41,boarding,operation_data,IB3735,on-time
,234,234,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:44:20Z,44,disembark,operation_data,IB2243,on-time
,235,235,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:34:20Z,27,cleaning,operation_data,IB2243,delayed
,236,236,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:11:20Z,39,fueling,operation_data,IB2243,delayed
,237,237,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T00:01:20Z,6,baggage,operation_data,IB2243,on-time
,238,238,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:13:20Z,37,catering,operation_data,IB2243,delayed
,239,239,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:38:20Z,14,boarding,operation_data,IB2243,on-time
,240,240,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T13:08:20Z,46,disembark,operation_data,IB3539,on-time
,241,241,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:08:20Z,10,cleaning,operation_data,IB3539,on-time
,242,242,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T13:58:20Z,15,fueling,operation_data,IB3539,on-time
,243,243,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:51:20Z,50,baggage,operation_data,IB3539,on-time
,244,244,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:57:20Z,45,catering,operation_data,IB3539,on-time
,245,245,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T16:47:20Z,10,boarding,operation_data,IB3539,on-time
,246,246,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:18:20Z,9,disembark,operation_data,IB2294,on-time
,247,247,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T10:23:20Z,45,cleaning,operation_data,IB2294,on-time
,248,248,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:31:20Z,22,fueling,operation_data,IB2294,on-time
,249,249,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:26:20Z,6,baggage,operation_data,IB2294,delayed
,250,250,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T19:05:20Z,11,catering,operation_data,IB2294,on-time
,251,251,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T16:49:20Z,27,boarding,operation_data,IB2294,on-time
,252,252,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:05:20Z,13,disembark,operation_data,IB2577,on-time
,253,253,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:42:20Z,14,cleaning,operation_data,IB2577,delayed
,254,254,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T06:12:20Z,44,fueling,operation_data,IB2577,delayed
,255,255,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T09:40:20Z,34,baggage,operation_data,IB2577,delayed
,256,256,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T16:54:20Z,46,catering,operation_data,IB2577,delayed
,257,257,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:57:20Z,16,boarding,operation_data,IB2577,on-time
,258,258,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T02:10:20Z,29,disembark,operation_data,IB7946,on-time
,259,259,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T10:54:20Z,7,cleaning,operation_data,IB7946,on-time
,260,260,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T23:40:20Z,45,fueling,operation_data,IB7946,delayed
,261,261,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T15:42:20Z,5,baggage,operation_data,IB7946,on-time
,262,262,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T22:27:20Z,20,catering,operation_data,IB7946,on-time
,263,263,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T17:35:20Z,31,boarding,operation_data,IB7946,delayed
,264,264,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:52:20Z,19,disembark,operation_data,IB4327,delayed
,265,265,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T17:02:20Z,32,cleaning,operation_data,IB4327,on-time
,266,266,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:40:20Z,30,fueling,operation_data,IB4327,delayed
,267,267,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T04:48:20Z,31,baggage,operation_data,IB4327,delayed
,268,268,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T19:49:20Z,9,catering,operation_data,IB4327,delayed
,269,269,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T23:29:20Z,13,boarding,operation_data,IB4327,on-time
,270,270,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T02:35:20Z,33,disembark,operation_data,IB8708,on-time
,271,271,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:33:20Z,43,cleaning,operation_data,IB8708,delayed
,272,272,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T18:30:20Z,48,fueling,operation_data,IB8708,on-time
,273,273,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T18:10:20Z,26,baggage,operation_data,IB8708,on-time
,274,274,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T13:32:20Z,49,catering,operation_data,IB8708,on-time
,275,275,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T13:51:20Z,47,boarding,operation_data,IB8708,on-time
,276,276,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T01:10:20Z,9,disembark,operation_data,IB4848,on-time
,277,277,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T10:48:20Z,40,cleaning,operation_data,IB4848,delayed
,278,278,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:59:20Z,47,fueling,operation_data,IB4848,on-time
,279,279,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T14:54:20Z,31,baggage,operation_data,IB4848,on-time
,280,280,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T03:56:20Z,8,catering,operation_data,IB4848,on-time
,281,281,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T05:07:20Z,22,boarding,operation_data,IB4848,delayed
,282,282,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T15:24:20Z,45,disembark,operation_data,IB5243,delayed
,283,283,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:02:20Z,43,cleaning,operation_data,IB5243,on-time
,284,284,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T20:16:20Z,26,fueling,operation_data,IB5243,on-time
,285,285,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T00:34:20Z,26,baggage,operation_data,IB5243,delayed
,286,286,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:06:20Z,9,catering,operation_data,IB5243,on-time
,287,287,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T22:50:20Z,24,boarding,operation_data,IB5243,on-time
,288,288,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:17:20Z,50,disembark,operation_data,IB8547,on-time
,289,289,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T07:46:20Z,14,cleaning,operation_data,IB8547,delayed
,290,290,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T07:36:20Z,11,fueling,operation_data,IB8547,on-time
,291,291,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T22:45:20Z,15,baggage,operation_data,IB8547,on-time
,292,292,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T12:09:20Z,8,catering,operation_data,IB8547,on-time
,293,293,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T09:02:20Z,41,boarding,operation_data,IB8547,on-time
,294,294,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T21:20:20Z,6,disembark,operation_data,IB9821,on-time
,295,295,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T17:37:20Z,38,cleaning,operation_data,IB9821,on-time
,296,296,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T08:26:20Z,9,fueling,operation_data,IB9821,on-time
,297,297,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T18:56:20Z,47,baggage,operation_data,IB9821,on-time
,298,298,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T03:49:20Z,14,catering,operation_data,IB9821,delayed
,299,299,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-25T02:20:20Z,13,boarding,operation_data,IB9821,delayed
,300,300,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T23:16:20Z,17,disembark,operation_data,IB2427,on-time
,301,301,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T07:03:20Z,13,cleaning,operation_data,IB2427,on-time
,302,302,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T07:44:20Z,26,fueling,operation_data,IB2427,delayed
,303,303,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T10:36:20Z,49,baggage,operation_data,IB2427,on-time
,304,304,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T08:35:20Z,37,catering,operation_data,IB2427,delayed
,305,305,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T17:13:20Z,48,boarding,operation_data,IB2427,on-time
,306,306,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T22:45:20Z,18,disembark,operation_data,IB7879,on-time
,307,307,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T06:15:20Z,7,cleaning,operation_data,IB7879,on-time
,308,308,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:38:20Z,23,fueling,operation_data,IB7879,on-time
,309,309,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T07:32:20Z,20,baggage,operation_data,IB7879,on-time
,310,310,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T11:13:20Z,23,catering,operation_data,IB7879,on-time
,311,311,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:32:20Z,19,boarding,operation_data,IB7879,on-time
,312,312,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T11:15:20Z,19,disembark,operation_data,IB9878,on-time
,313,313,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:07:20Z,50,cleaning,operation_data,IB9878,on-time
,314,314,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T09:34:20Z,12,fueling,operation_data,IB9878,on-time
,315,315,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T07:42:20Z,19,baggage,operation_data,IB9878,on-time
,316,316,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T13:55:20Z,32,catering,operation_data,IB9878,on-time
,317,317,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:43:20Z,19,boarding,operation_data,IB9878,on-time
,318,318,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T11:52:20Z,35,disembark,operation_data,IB3598,on-time
,319,319,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:34:20Z,31,cleaning,operation_data,IB3598,on-time
,320,320,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:04:20Z,42,fueling,operation_data,IB3598,on-time
,321,321,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T09:42:20Z,11,baggage,operation_data,IB3598,on-time
,322,322,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:33:20Z,35,catering,operation_data,IB3598,on-time
,323,323,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:27:20Z,40,boarding,operation_data,IB3598,on-time
,324,324,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:25:20Z,50,disembark,operation_data,IB4729,on-time
,325,325,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T21:08:20Z,18,cleaning,operation_data,IB4729,on-time
,326,326,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T06:58:20Z,18,fueling,operation_data,IB4729,on-time
,327,327,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T22:39:20Z,47,baggage,operation_data,IB4729,on-time
,328,328,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:27:20Z,15,catering,operation_data,IB4729,on-time
,329,329,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T21:53:20Z,47,boarding,operation_data,IB4729,on-time
,330,330,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T00:37:20Z,29,disembark,operation_data,IB3757,on-time
,331,331,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T02:32:20Z,50,cleaning,operation_data,IB3757,on-time
,332,332,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T06:41:20Z,34,fueling,operation_data,IB3757,delayed
,333,333,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:02:20Z,10,baggage,operation_data,IB3757,on-time
,334,334,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:10:20Z,47,catering,operation_data,IB3757,on-time
,335,335,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T08:39:20Z,23,boarding,operation_data,IB3757,delayed
,336,336,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T22:20:20Z,12,disembark,operation_data,IB7292,on-time
,337,337,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:47:20Z,33,cleaning,operation_data,IB7292,delayed
,338,338,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T11:29:20Z,15,fueling,operation_data,IB7292,on-time
,339,339,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T13:58:20Z,11,baggage,operation_data,IB7292,on-time
,340,340,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:37:20Z,9,catering,operation_data,IB7292,on-time
,341,341,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T12:56:20Z,35,boarding,operation_data,IB7292,on-time
,342,342,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T03:41:20Z,11,disembark,operation_data,IB5259,on-time
,343,343,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T07:56:20Z,19,cleaning,operation_data,IB5259,on-time
,344,344,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T18:43:20Z,25,fueling,operation_data,IB5259,on-time
,345,345,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:09:20Z,28,baggage,operation_data,IB5259,delayed
,346,346,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T01:58:20Z,5,catering,operation_data,IB5259,delayed
,347,347,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:52:20Z,18,boarding,operation_data,IB5259,on-time
,348,348,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T17:28:20Z,38,disembark,operation_data,IB6737,delayed
,349,349,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:24:20Z,11,cleaning,operation_data,IB6737,delayed
,350,350,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T06:40:20Z,43,fueling,operation_data,IB6737,on-time
,351,351,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:46:20Z,18,baggage,operation_data,IB6737,on-time
,352,352,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T10:33:20Z,24,catering,operation_data,IB6737,on-time
,353,353,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T21:29:20Z,21,boarding,operation_data,IB6737,on-time
,354,354,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:16:20Z,37,disembark,operation_data,IB7090,on-time
,355,355,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T22:02:20Z,8,cleaning,operation_data,IB7090,delayed
,356,356,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T06:17:20Z,13,fueling,operation_data,IB7090,on-time
,357,357,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T22:38:20Z,6,baggage,operation_data,IB7090,delayed
,358,358,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T02:41:20Z,34,catering,operation_data,IB7090,on-time
,359,359,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:00:20Z,40,boarding,operation_data,IB7090,on-time
,360,360,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T23:17:20Z,11,disembark,operation_data,IB4548,on-time
,361,361,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T02:23:20Z,26,cleaning,operation_data,IB4548,on-time
,362,362,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T17:31:20Z,43,fueling,operation_data,IB4548,on-time
,363,363,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T11:48:20Z,12,baggage,operation_data,IB4548,on-time
,364,364,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:41:20Z,33,catering,operation_data,IB4548,on-time
,365,365,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:17:20Z,15,boarding,operation_data,IB4548,on-time
,366,366,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:27:20Z,31,disembark,operation_data,IB4821,delayed
,367,367,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T19:30:20Z,39,cleaning,operation_data,IB4821,on-time
,368,368,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T04:06:20Z,11,fueling,operation_data,IB4821,on-time
,369,369,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:06:20Z,11,baggage,operation_data,IB4821,delayed
,370,370,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T02:41:20Z,26,catering,operation_data,IB4821,delayed
,371,371,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T05:28:20Z,28,boarding,operation_data,IB4821,on-time
,372,372,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:43:20Z,13,disembark,operation_data,IB2091,on-time
,373,373,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T02:29:20Z,13,cleaning,operation_data,IB2091,on-time
,374,374,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T00:22:20Z,8,fueling,operation_data,IB2091,on-time
,375,375,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T10:12:20Z,14,baggage,operation_data,IB2091,on-time
,376,376,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:58:20Z,10,catering,operation_data,IB2091,on-time
,377,377,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T20:49:20Z,46,boarding,operation_data,IB2091,on-time
,378,378,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T18:48:20Z,26,disembark,operation_data,IB7168,on-time
,379,379,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T15:22:20Z,50,cleaning,operation_data,IB7168,on-time
,380,380,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T16:54:20Z,37,fueling,operation_data,IB7168,on-time
,381,381,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-23T14:04:20Z,44,baggage,operation_data,IB7168,on-time
,382,382,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-24T03:22:20Z,31,catering,operation_data,IB7168,on-time
