#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,190,190,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T10:07:35Z,71,software_update,maintenance_data,AT703,completed
,191,191,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T10:59:35Z,26,lubrication,maintenance_data,AT703,completed
,192,192,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T23:48:35Z,55,inspection,maintenance_data,AT702,pending
,193,193,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:37:35Z,24,repair,maintenance_data,AT702,pending
,194,194,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T20:33:35Z,90,cleaning,maintenance_data,AT702,completed
,195,195,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T19:56:35Z,22,safety_check,maintenance_data,AT702,pending
,196,196,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:17:35Z,49,software_update,maintenance_data,AT702,pending
,197,197,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T19:57:35Z,80,lubrication,maintenance_data,AT702,completed
,198,198,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T09:34:35Z,20,inspection,maintenance_data,AT587,completed
,199,199,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:22:35Z,32,repair,maintenance_data,AT587,completed
,200,200,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T23:42:35Z,59,cleaning,maintenance_data,AT587,completed
,201,201,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T23:16:35Z,86,safety_check,maintenance_data,AT587,completed
,202,202,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T12:44:35Z,60,software_update,maintenance_data,AT587,completed
,203,203,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:05:35Z,74,lubrication,maintenance_data,AT587,completed
,204,204,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T08:57:35Z,65,inspection,maintenance_data,AT646,pending
,205,205,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:42:35Z,46,repair,maintenance_data,AT646,completed
,206,206,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T14:38:35Z,25,cleaning,maintenance_data,AT646,pending
,207,207,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T15:21:35Z,25,safety_check,maintenance_data,AT646,pending
,208,208,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:42:35Z,34,software_update,maintenance_data,AT646,completed
,209,209,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:09:35Z,60,lubrication,maintenance_data,AT646,completed
,210,210,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T20:34:35Z,33,inspection,maintenance_data,AT798,completed
,211,211,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T20:10:35Z,75,repair,maintenance_data,AT798,completed
,212,212,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T02:56:35Z,85,cleaning,maintenance_data,AT798,completed
,213,213,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T02:03:35Z,47,safety_check,maintenance_data,AT798,completed
,214,214,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T07:14:35Z,32,software_update,maintenance_data,AT798,completed
,215,215,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T03:02:35Z,51,lubrication,maintenance_data,AT798,pending
,216,216,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T03:35:35Z,38,inspection,maintenance_data,AT177,pending
,217,217,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:30:35Z,51,repair,maintenance_data,AT177,completed
,218,218,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T01:02:35Z,82,cleaning,maintenance_data,AT177,completed
,219,219,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T11:59:35Z,45,safety_check,maintenance_data,AT177,pending
,220,220,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T10:20:35Z,56,software_update,maintenance_data,AT177,completed
,221,221,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T21:10:35Z,77,lubrication,maintenance_data,AT177,completed
,222,222,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T09:32:35Z,10,inspection,maintenance_data,AT847,completed
,223,223,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:27:35Z,35,repair,maintenance_data,AT847,completed
,224,224,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T15:57:35Z,38,cleaning,maintenance_data,AT847,completed
,225,225,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T11:50:35Z,32,safety_check,maintenance_data,AT847,completed
,226,226,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-26T00:05:35Z,19,software_update,maintenance_data,AT847,completed
,227,227,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T01:26:35Z,76,lubrication,maintenance_data,AT847,completed
,228,228,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:47:35Z,31,inspection,maintenance_data,AT851,completed
,229,229,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:34:35Z,78,repair,maintenance_data,AT851,completed
,230,230,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T22:12:35Z,33,cleaning,maintenance_data,AT851,completed
,231,231,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T16:37:35Z,36,safety_check,maintenance_data,AT851,pending
,232,232,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:28:35Z,37,software_update,maintenance_data,AT851,completed
,233,233,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T14:18:35Z,84,lubrication,maintenance_data,AT851,completed
,234,234,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T17:10:35Z,51,inspection,maintenance_data,AT121,completed
,235,235,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-26T00:20:35Z,83,repair,maintenance_data,AT121,completed
,236,236,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T04:54:35Z,69,cleaning,maintenance_data,AT121,pending
,237,237,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T08:56:35Z,69,safety_check,maintenance_data,AT121,completed
,238,238,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T18:55:35Z,84,software_update,maintenance_data,AT121,completed
,239,239,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T01:05:35Z,86,lubrication,maintenance_data,AT121,completed
,240,240,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:13:35Z,88,inspection,maintenance_data,AT891,pending
,241,241,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T11:24:35Z,23,repair,maintenance_data,AT891,completed
,242,242,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T17:58:35Z,41,cleaning,maintenance_data,AT891,pending
,243,243,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:51:35Z,32,safety_check,maintenance_data,AT891,completed
,244,244,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:32:35Z,81,software_update,maintenance_data,AT891,pending
,245,245,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:12:35Z,88,lubrication,maintenance_data,AT891,completed
,246,246,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:30:35Z,80,inspection,maintenance_data,AT959,pending
,247,247,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:40:35Z,14,repair,maintenance_data,AT959,completed
,248,248,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:44:35Z,42,cleaning,maintenance_data,AT959,completed
,249,249,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T07:58:35Z,40,safety_check,maintenance_data,AT959,completed
,250,250,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:03:35Z,38,software_update,maintenance_data,AT959,completed
,251,251,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T19:36:35Z,26,lubrication,maintenance_data,AT959,pending
,252,252,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:46:35Z,51,inspection,maintenance_data,AT785,completed
,253,253,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:20:35Z,21,repair,maintenance_data,AT785,pending
,254,254,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T08:16:35Z,85,cleaning,maintenance_data,AT785,pending
,255,255,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:28:35Z,55,safety_check,maintenance_data,AT785,completed
,256,256,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:05:35Z,44,software_update,maintenance_data,AT785,pending
,257,257,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T00:42:35Z,30,lubrication,maintenance_data,AT785,completed
,258,258,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T09:12:35Z,50,inspection,maintenance_data,AT926,completed
,259,259,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:16:35Z,74,repair,maintenance_data,AT926,completed
,260,260,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T19:30:35Z,38,cleaning,maintenance_data,AT926,completed
,261,261,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:33:35Z,78,safety_check,maintenance_data,AT926,pending
,262,262,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:53:35Z,72,software_update,maintenance_data,AT926,completed
,263,263,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:45:35Z,74,lubrication,maintenance_data,AT926,completed
,264,264,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T07:12:35Z,25,inspection,maintenance_data,AT954,pending
,265,265,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T02:49:35Z,43,repair,maintenance_data,AT954,completed
,266,266,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:04:35Z,13,cleaning,maintenance_data,AT954,completed
,267,267,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T19:37:35Z,67,safety_check,maintenance_data,AT954,pending
,268,268,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:33:35Z,59,software_update,maintenance_data,AT954,pending
,269,269,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:21:35Z,83,lubrication,maintenance_data,AT954,pending
,270,270,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:04:35Z,24,inspection,maintenance_data,AT339,pending
,271,271,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T22:50:35Z,22,repair,maintenance_data,AT339,completed
,272,272,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T22:31:35Z,33,cleaning,maintenance_data,AT339,completed
,273,273,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:07:35Z,57,safety_check,maintenance_data,AT339,pending
,274,274,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T00:15:35Z,72,software_update,maintenance_data,AT339,completed
,275,275,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T10:26:35Z,12,lubrication,maintenance_data,AT339,completed
,276,276,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:20:35Z,36,inspection,maintenance_data,AT894,completed
,277,277,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:15:35Z,83,repair,maintenance_data,AT894,completed
,278,278,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T13:25:35Z,71,cleaning,maintenance_data,AT894,pending
,279,279,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:18:35Z,61,safety_check,maintenance_data,AT894,completed
,280,280,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:07:35Z,69,software_update,maintenance_data,AT894,completed
,281,281,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:18:35Z,35,lubrication,maintenance_data,AT894,completed
,282,282,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:57:35Z,18,inspection,maintenance_data,AT930,completed
,283,283,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T19:56:35Z,38,repair,maintenance_data,AT930,completed
,284,284,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T11:34:35Z,87,cleaning,maintenance_data,AT930,completed
,285,285,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:58:35Z,36,safety_check,maintenance_data,AT930,pending
,286,286,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:46:35Z,19,software_update,maintenance_data,AT930,completed
,287,287,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:02:35Z,35,lubrication,maintenance_data,AT930,completed
,288,288,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:03:35Z,48,inspection,maintenance_data,AT138,pending
,289,289,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T08:05:35Z,45,repair,maintenance_data,AT138,completed
,290,290,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T02:21:35Z,17,cleaning,maintenance_data,AT138,pending
,291,291,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:18:35Z,14,safety_check,maintenance_data,AT138,pending
,292,292,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T09:19:35Z,10,software_update,maintenance_data,AT138,pending
,293,293,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:42:35Z,83,lubrication,maintenance_data,AT138,pending
,294,294,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T10:17:35Z,41,inspection,maintenance_data,AT935,completed
,295,295,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:57:35Z,35,repair,maintenance_data,AT935,completed
,296,296,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:00:35Z,22,cleaning,maintenance_data,AT935,completed
,297,297,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T12:13:35Z,62,safety_check,maintenance_data,AT935,completed
,298,298,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T08:42:35Z,48,software_update,maintenance_data,AT935,completed
,299,299,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:27:35Z,41,lubrication,maintenance_data,AT935,completed
,300,300,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:20:35Z,68,inspection,maintenance_data,AT353,completed
,301,301,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:16:35Z,71,repair,maintenance_data,AT353,pending
,302,302,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:58:35Z,52,cleaning,maintenance_data,AT353,completed
,303,303,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:18:35Z,75,safety_check,maintenance_data,AT353,pending
,304,304,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T02:27:35Z,14,software_update,maintenance_data,AT353,completed
,305,305,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T14:56:35Z,41,lubrication,maintenance_data,AT353,pending
,306,306,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T08:01:35Z,34,inspection,maintenance_data,AT726,completed
,307,307,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T12:58:35Z,11,repair,maintenance_data,AT726,completed
,308,308,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T07:03:35Z,61,cleaning,maintenance_data,AT726,completed
,309,309,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:19:35Z,35,safety_check,maintenance_data,AT726,completed
,310,310,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:11:35Z,60,software_update,maintenance_data,AT726,completed
,311,311,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T09:12:35Z,76,lubrication,maintenance_data,AT726,completed
,312,312,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:14:35Z,46,inspection,maintenance_data,AT367,completed
,313,313,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:12:35Z,27,repair,maintenance_data,AT367,pending
,314,314,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:19:35Z,63,cleaning,maintenance_data,AT367,pending
,315,315,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:08:35Z,66,safety_check,maintenance_data,AT367,completed
,316,316,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T21:44:35Z,26,software_update,maintenance_data,AT367,completed
,317,317,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T17:21:35Z,72,lubrication,maintenance_data,AT367,completed
,318,318,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T08:27:35Z,63,inspection,maintenance_data,AT570,completed
,319,319,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T11:12:35Z,21,repair,maintenance_data,AT570,pending
,320,320,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T22:43:35Z,82,cleaning,maintenance_data,AT570,completed
,321,321,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:25:35Z,81,safety_check,maintenance_data,AT570,pending
,322,322,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:54:35Z,73,software_update,maintenance_data,AT570,pending
,323,323,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:34:35Z,73,lubrication,maintenance_data,AT570,completed
,324,324,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T17:53:35Z,43,inspection,maintenance_data,AT145,pending
,325,325,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:08:35Z,34,repair,maintenance_data,AT145,completed
,326,326,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:53:35Z,17,cleaning,maintenance_data,AT145,completed
,327,327,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:25:35Z,34,safety_check,maintenance_data,AT145,completed
,328,328,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T02:53:35Z,59,software_update,maintenance_data,AT145,completed
,329,329,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:16:35Z,65,lubrication,maintenance_data,AT145,completed
,330,330,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:18:35Z,21,inspection,maintenance_data,AT100,completed
,331,331,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:35:35Z,63,repair,maintenance_data,AT100,completed
,332,332,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T07:59:35Z,43,cleaning,maintenance_data,AT100,completed
,333,333,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T12:17:35Z,75,safety_check,maintenance_data,AT100,completed
,334,334,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T13:58:35Z,86,software_update,maintenance_data,AT100,completed
,335,335,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T12:07:35Z,68,lubrication,maintenance_data,AT100,completed
,336,336,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T11:59:35Z,16,inspection,maintenance_data,AT436,completed
,337,337,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T19:49:35Z,56,repair,maintenance_data,AT436,completed
,338,338,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:57:35Z,90,cleaning,maintenance_data,AT436,completed
,339,339,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T17:19:35Z,87,safety_check,maintenance_data,AT436,pending
,340,340,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T05:34:35Z,62,software_update,maintenance_data,AT436,completed
,341,341,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T13:58:35Z,63,lubrication,maintenance_data,AT436,pending
,342,342,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:05:35Z,10,inspection,maintenance_data,AT295,completed
,343,343,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:10:35Z,89,repair,maintenance_data,AT295,completed
,344,344,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:28:35Z,82,cleaning,maintenance_data,AT295,pending
,345,345,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T13:17:35Z,17,safety_check,maintenance_data,AT295,completed
,346,346,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T09:13:35Z,77,software_update,maintenance_data,AT295,completed
,347,347,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:22:35Z,66,lubrication,maintenance_data,AT295,completed
,348,348,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T17:55:35Z,64,inspection,maintenance_data,AT993,completed
,349,349,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:19:35Z,81,repair,maintenance_data,AT993,completed
,350,350,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:57:35Z,90,cleaning,maintenance_data,AT993,completed
,351,351,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:55:35Z,53,safety_check,maintenance_data,AT993,completed
,352,352,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:39:35Z,76,software_update,maintenance_data,AT993,pending
,353,353,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T03:50:35Z,54,lubrication,maintenance_data,AT993,completed
,354,354,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T20:11:35Z,58,inspection,maintenance_data,AT331,completed
,355,355,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T11:11:35Z,22,repair,maintenance_data,AT331,pending
,356,356,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T22:26:35Z,21,cleaning,maintenance_data,AT331,completed
,357,357,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T16:39:35Z,14,safety_check,maintenance_data,AT331,completed
,358,358,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T15:00:35Z,51,software_update,maintenance_data,AT331,completed
,359,359,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T13:26:35Z,66,lubrication,maintenance_data,AT331,pending
,360,360,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:46:35Z,72,inspection,maintenance_data,AT121,pending
,361,361,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T18:46:35Z,71,repair,maintenance_data,AT121,pending
,362,362,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-25T00:29:35Z,52,cleaning,maintenance_data,AT121,completed
,363,363,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T04:41:35Z,51,safety_check,maintenance_data,AT121,completed
,364,364,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T06:00:35Z,68,software_update,maintenance_data,AT121,completed
,365,365,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:52:35Z,63,lubrication,maintenance_data,AT121,completed
,366,366,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T23:06:35Z,64,inspection,maintenance_data,AT970,pending
,367,367,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-24T01:03:35Z,12,repair,maintenance_data,AT970,completed
